Recipe_id,Region,Sub_region,Continent,"Carbohydrate, by difference (g)",Energy (kcal),Protein (g),Total lipid (fat) (g)
141437,Spanish and Portuguese,Spanish,European,14.5943,97.9259,8.8232,0.3486
141438,Spanish and Portuguese,Spanish,European,339.1875,2039.0977,35.4355,57.8792
141439,Spanish and Portuguese,Spanish,European,188.9361,2080.9279,236.043,40.4695
141440,Spanish and Portuguese,Spanish,European,22.9666,98.5,2.7569,0.2675
141441,Spanish and Portuguese,Spanish,European,126.59,514.59,1.736,0.496
141442,Spanish and Portuguese,Spanish,European,258.6315,2512.306,81.6936,132.7617
141443,Spanish and Portuguese,Spanish,European,339.3102,2157.916,57.9247,59.7661
141444,Spanish and Portuguese,Spanish,European,21.1431,387.239,43.2104,15.3304
141445,Spanish and Portuguese,Spanish,European,60.5395,1258.4496,81.7862,75.6651
141446,Spanish and Portuguese,Spanish,European,25.3043,127.2255,6.2815,5.4052
141447,Spanish and Portuguese,Spanish,European,120.0548,1440.179,11.1115,111.1359
141448,Spanish and Portuguese,Spanish,European,26.0694,120.6297,5.8975,1.3403
141449,Spanish and Portuguese,Spanish,European,44.5211,1808.6063,370.2465,10.2667
141450,Spanish and Portuguese,Spanish,European,44.531,202.4447,8.9652,2.0194
141451,Spanish and Portuguese,Spanish,European,453.2269,2023.1654,89.0514,8.9835
141452,Spanish and Portuguese,Spanish,European,20.2427,327.9267,50.969,3.4954
141453,Spanish and Portuguese,Spanish,European,14.6997,185.5176,2.9419,14.0651
141454,Spanish and Portuguese,Spanish,European,2008.1583,10049.93,516.7958,165.0414
141455,Spanish and Portuguese,Spanish,European,76.4697,362.575,14.7476,2.9838
141456,Spanish and Portuguese,Spanish,European,632.0077,2849.0895,50.498,8.4502
141457,Spanish and Portuguese,Spanish,European,9.8551,188.97,5.9102,14.3812
141458,Spanish and Portuguese,Spanish,European,94.8125,3303.4317,389.443,148.0757
141459,Spanish and Portuguese,Spanish,European,202.434,1339.7238,10.791,54.6683
141460,Spanish and Portuguese,Spanish,European,351.6228,3893.637,153.9224,204.824
141461,Spanish and Portuguese,Spanish,European,,,,
141462,Spanish and Portuguese,Spanish,European,51.5842,468.8154,23.4965,18.1482
141463,Spanish and Portuguese,Spanish,European,2.0128,223.4558,29.5091,9.9572
141464,Spanish and Portuguese,Spanish,European,546.8747,3043.2774,122.466,33.822
141465,Spanish and Portuguese,Spanish,European,344.5382,1999.8843,53.5129,41.6611
141466,Spanish and Portuguese,Spanish,European,7.3649,3160.179,271.289,224.0945
141467,Spanish and Portuguese,Spanish,European,94.241,429.9,15.0925,6.1205
141468,Spanish and Portuguese,Spanish,European,179.6518,715.15,4.0088,1.4046
141469,Spanish and Portuguese,Spanish,European,407.129,34460.4395,870.8097,3320.04
141470,Spanish and Portuguese,Spanish,European,11.8268,124.166,4.5725,7.345
141471,Spanish and Portuguese,Spanish,European,34.277,489.8028,6.1955,39.3723
141472,Spanish and Portuguese,Spanish,European,27.251,686.98,47.3606,45.5788
141473,Spanish and Portuguese,Spanish,European,39.4795,535.1835,7.3974,40.3076
141474,Spanish and Portuguese,Spanish,European,127.251,1074.3408,35.3691,49.0663
141475,Spanish and Portuguese,Spanish,European,5.9561,23.65,0.7083,0.1232
141476,Spanish and Portuguese,Spanish,European,275.2842,3525.442,25.438,275.6014
141477,Spanish and Portuguese,Spanish,European,33.7479,135.7118,0.5753,0.8742
141478,Spanish and Portuguese,Spanish,European,9.3837,267.4283,4.5097,25.7088
141479,Spanish and Portuguese,Spanish,European,600.0657,6107.4514,222.1383,304.8036
141480,Spanish and Portuguese,Spanish,European,36.6268,1025.0509,167.0653,20.4149
141481,Spanish and Portuguese,Spanish,European,15.0718,543.646,1.3032,54.5545
141482,Spanish and Portuguese,Spanish,European,,,,
141483,Spanish and Portuguese,Spanish,European,23.6386,12359.2751,471.6767,1144.9081
141484,Spanish and Portuguese,Spanish,European,65.8465,1304.4275,167.0682,36.9721
141485,Spanish and Portuguese,Spanish,European,4.7458,1087.952,32.233,104.9251
141486,Spanish and Portuguese,Spanish,European,172.6482,694.0525,2.8949,0.7913
141487,Spanish and Portuguese,Spanish,European,133.4873,1625.8679,192.0009,34.59
141488,Spanish and Portuguese,Spanish,European,17.8499,698.3453,18.3378,62.8238
141489,Spanish and Portuguese,Spanish,European,1.6513,625.2245,12.8039,63.7324
141490,Spanish and Portuguese,Spanish,European,0.9665,3.9984,0.1672,0.0295
141491,Spanish and Portuguese,Spanish,European,39.8681,1655.1724,16.4798,171.5622
141492,Spanish and Portuguese,Spanish,European,1.3211,127.3583,8.994,9.279
141493,Spanish and Portuguese,Spanish,European,4.0671,381.123,1.1307,41.0276
141494,Spanish and Portuguese,Spanish,European,21.2351,2044.5185,240.5537,105.5131
141495,Spanish and Portuguese,Spanish,European,205.0952,1854.4345,105.8852,65.6865
141496,Spanish and Portuguese,Spanish,European,210.9544,1826.8834,140.9518,48.3156
141497,Spanish and Portuguese,Spanish,European,83.5822,343.2948,8.327,2.3435
141498,Spanish and Portuguese,Spanish,European,994.6788,7734.1649,189.2835,341.4386
141499,Spanish and Portuguese,Spanish,European,301.961,1468.024,29.437,11.84
141500,Spanish and Portuguese,Spanish,European,207.6826,3452.8247,29.8662,282.1439
141501,Spanish and Portuguese,Spanish,European,17.6076,268.1225,37.9222,4.1311
141502,Spanish and Portuguese,Spanish,European,22.4978,542.2945,27.2113,37.759
141503,Spanish and Portuguese,Spanish,European,54.4756,912.99,29.9169,67.302
141504,Spanish and Portuguese,Spanish,European,15.0614,6384.2559,260.3251,578.1974
141505,Spanish and Portuguese,Spanish,European,44.1831,777.659,27.6879,58.6731
141506,Spanish and Portuguese,Spanish,European,6.9379,1964.8408,6.5039,217.7187
141507,Spanish and Portuguese,Spanish,European,33.5241,254.4672,27.8629,1.3668
141508,Spanish and Portuguese,Spanish,European,46.018,1028.545,48.9884,75.7549
141509,Spanish and Portuguese,Spanish,European,280.6081,6233.5395,361.3227,402.8778
141510,Spanish and Portuguese,Spanish,European,36.1716,1229.6939,100.8016,79.6456
141511,Spanish and Portuguese,Spanish,European,21.7784,450.174,2.4914,40.8633
141512,Spanish and Portuguese,Spanish,European,11.1231,1549.29,98.6444,124.1888
141513,Spanish and Portuguese,Spanish,European,66.7945,1122.9309,7.8725,95.8617
141514,Spanish and Portuguese,Spanish,European,8.7564,860.0958,104.0321,44.0512
141515,Spanish and Portuguese,Spanish,European,555.3269,10184.2489,1375.3712,232.9429
141516,Spanish and Portuguese,Spanish,European,6.5535,211.0316,14.7667,14.1059
141517,Spanish and Portuguese,Spanish,European,33.8349,1206.526,10.6713,117.9606
141518,Spanish and Portuguese,Spanish,European,5.5275,538.6286,62.5167,27.9572
141519,Spanish and Portuguese,Spanish,European,15.1832,67.3562,1.5043,0.5451
141520,Spanish and Portuguese,Spanish,European,475.5705,3015.6651,144.4048,58.0471
141521,Spanish and Portuguese,Spanish,European,465.0369,105486.2833,297.4403,11637.5465
141522,Spanish and Portuguese,Spanish,European,74.0005,566.7236,12.9045,29.5275
141523,Spanish and Portuguese,Spanish,European,45.3907,901.7815,50.4437,61.1333
141524,Spanish and Portuguese,Spanish,European,47.0087,201.28,5.1618,1.8616
141525,Spanish and Portuguese,Spanish,European,39.8681,1655.1724,16.4798,171.5622
141526,Spanish and Portuguese,Spanish,European,24.4585,251.4275,14.3227,9.9307
141527,Spanish and Portuguese,Spanish,European,937.8572,4683.4137,118.5419,39.8006
141528,Spanish and Portuguese,Spanish,European,28.72,4751.4167,1003.15,41.3367
141529,Spanish and Portuguese,Spanish,European,153.6668,612.17,0.2915,0.0795
141530,Spanish and Portuguese,Spanish,European,52.5446,226.712,3.5666,1.0158
141531,Spanish and Portuguese,Spanish,European,101.6548,14816.6455,559.3547,1369.7422
141532,Spanish and Portuguese,Spanish,European,13.7435,1442.3263,23.2987,146.4417
141533,Spanish and Portuguese,Spanish,European,2.7148,121.12,2.8029,11.335
141534,Spanish and Portuguese,Spanish,European,124.9879,1527.329,73.5909,89.9981
141535,Spanish and Portuguese,Spanish,European,89.4398,468.1438,9.5254,8.4952
141536,Spanish and Portuguese,Spanish,European,379.609,2565.3082,150.2898,55.4689
141537,Spanish and Portuguese,Spanish,European,0.9664,3.6262,0.1426,0.0365
141538,Spanish and Portuguese,Spanish,European,28.4742,128.4589,6.6684,1.0951
141539,Spanish and Portuguese,Spanish,European,31.0877,126.2067,2.9705,0.8055
141540,Spanish and Portuguese,Spanish,European,6.4761,470.7999,47.1706,28.4405
141541,Spanish and Portuguese,Spanish,European,7.9559,38.3893,1.3639,0.9749
141542,Spanish and Portuguese,Spanish,European,71.5943,1184.591,20.8065,95.3365
141543,Spanish and Portuguese,Spanish,European,4.0806,136.665,0.485,13.5614
141544,Spanish and Portuguese,Spanish,European,356.693,2629.9416,182.8928,58.2187
141545,Spanish and Portuguese,Spanish,European,328.8054,2181.1304,109.7215,55.4361
141546,Spanish and Portuguese,Spanish,European,16.1082,576.0162,3.504,56.4494
141547,Spanish and Portuguese,Spanish,European,7.4207,404.0735,46.2056,19.8245
141548,Spanish and Portuguese,Spanish,European,106.0728,420.9527,1.3507,1.6369
141549,Spanish and Portuguese,Spanish,European,9.8837,3487.9962,1.8877,389.1356
141550,Spanish and Portuguese,Spanish,European,1.4966,485.277,0.3792,54.3742
141551,Spanish and Portuguese,Spanish,European,0,963.2214,134.6403,43.9
141552,Spanish and Portuguese,Spanish,European,31.6602,479.2427,28.1155,28.6679
141553,Spanish and Portuguese,Spanish,European,1.8627,9.729,0.4878,0.4447
141554,Spanish and Portuguese,Spanish,European,17.6559,446.9268,6.4957,41.5449
141555,Spanish and Portuguese,Spanish,European,34.9362,1916.4802,214.8482,84.9818
141556,Spanish and Portuguese,Spanish,European,30.8594,1452.3492,80.3267,111.1396
141557,Spanish and Portuguese,Spanish,European,272.7339,1505.7716,85.7378,13.2839
141558,Spanish and Portuguese,Spanish,European,93.9428,1593.3859,116.7179,88.7668
141559,Spanish and Portuguese,Spanish,European,22.8176,707.5588,43.753,49.8755
141560,Spanish and Portuguese,Spanish,European,122.4236,501.7137,10.9396,1.939
141561,Spanish and Portuguese,Spanish,European,31.2801,514.9776,10.3862,42.7826
141562,Spanish and Portuguese,Spanish,European,30.1542,1211.445,3.8908,119.9934
141563,Spanish and Portuguese,Spanish,European,12.0044,935.2346,92.0302,56.7809
141564,Spanish and Portuguese,Spanish,European,1.2418,245.166,0.3252,27.2965
141565,Spanish and Portuguese,Spanish,European,28.8214,265.5456,10.2758,15.2221
141566,Spanish and Portuguese,Spanish,European,0.5229,3.45,0.158,0.1487
141567,Spanish and Portuguese,Spanish,European,22927.5674,156892.906,7952.8975,4413.3005
141568,Spanish and Portuguese,Spanish,European,47.7787,1461.8857,68.6983,111.6002
141569,Spanish and Portuguese,Spanish,European,16.384,350,26.88,19.18
141570,Spanish and Portuguese,Spanish,European,141.8444,1164.6249,124.3044,14.576
141571,Spanish and Portuguese,Spanish,European,14.4432,60.18,1.4868,0.3363
141572,Spanish and Portuguese,Spanish,European,41.0779,758.9454,36.6259,50.8746
141573,Spanish and Portuguese,Spanish,European,20.0927,652.0232,53.8442,38.5567
141574,Spanish and Portuguese,Spanish,European,33.5939,1014.7583,108.1159,49.2784
141575,Spanish and Portuguese,Spanish,European,7.8633,2188.7338,296.3425,100.4311
141576,Spanish and Portuguese,Spanish,European,159.3932,755.215,2.4245,14.558
141577,Spanish and Portuguese,Spanish,European,29.2299,728.3735,3.7735,67.9491
141578,Spanish and Portuguese,Spanish,European,324.2698,2256.132,60.171,76.0254
141579,Spanish and Portuguese,Spanish,European,68.5158,454.72,20.473,16.5704
141580,Spanish and Portuguese,Spanish,European,4.7385,714.825,43.335,58.1985
141581,Spanish and Portuguese,Spanish,European,456.7876,2050.96,11.214,28.9056
141582,Spanish and Portuguese,Spanish,European,32.9479,781.3126,52.9941,49.4644
141583,Spanish and Portuguese,Spanish,European,18.9091,164.8019,19.635,0.4958
141584,Spanish and Portuguese,Spanish,European,2.1045,6.71,0.1067,0.0732
141585,Spanish and Portuguese,Spanish,European,223.4731,2530.8054,64.9168,161.7906
141586,Spanish and Portuguese,Spanish,European,0,0,0,0
141587,Spanish and Portuguese,Spanish,European,100.3785,1632.8491,172.94,63.1592
141588,Spanish and Portuguese,Spanish,European,117.0179,1003.3349,23.5709,56.9246
141589,Spanish and Portuguese,Spanish,European,489.5647,2744.5506,135.6767,37.8485
141590,Spanish and Portuguese,Spanish,European,0.36,1026.22,6.28,112.755
141591,Spanish and Portuguese,Spanish,European,2.3439,634.8776,37.7099,52.3394
141592,Spanish and Portuguese,Spanish,European,20.8586,2156.6,7.5326,232.6312
141593,Spanish and Portuguese,Spanish,European,169.5424,1184.1707,60.7431,36.0617
141594,Spanish and Portuguese,Spanish,European,224.1021,7686.6447,1033.0739,265.0873
141595,Spanish and Portuguese,Spanish,European,708.5186,16168.9964,627.5441,1186.4114
141596,Spanish and Portuguese,Spanish,European,25.7148,1202.6639,215.043,22.0743
141597,Spanish and Portuguese,Spanish,European,26.924,4103.11,5.4555,450.5992
141598,Spanish and Portuguese,Spanish,European,204.2189,3311.6809,43.9721,260.0848
141599,Spanish and Portuguese,Spanish,European,6.6133,411.5452,92.0784,2.5268
141600,Spanish and Portuguese,Spanish,European,37.0837,756.0517,139.7348,5.7182
141601,Spanish and Portuguese,Spanish,European,92.3247,943.648,13.5562,57.6937
141602,Spanish and Portuguese,Spanish,European,12.7848,303.6645,3.0957,29.2862
141603,Spanish and Portuguese,Spanish,European,83.3556,992.4055,17.0473,74.2282
141604,Spanish and Portuguese,Spanish,European,19.604,5959.6597,452.8549,439.8741
141605,Spanish and Portuguese,Spanish,European,50.5113,1240.7666,37.7655,102.5572
141606,Spanish and Portuguese,Spanish,European,337.467,1861.5634,79.7634,24.5092
141607,Spanish and Portuguese,Spanish,European,10.2954,589.2225,43.3688,41.1592
141608,Spanish and Portuguese,Spanish,European,278.4332,2517.9205,213.2375,59.1938
141609,Spanish and Portuguese,Spanish,European,367.2559,3776.6162,197.1154,167.8043
141610,Spanish and Portuguese,Spanish,European,1.08,214.5,18.84,14.265
141611,Spanish and Portuguese,Spanish,European,3.7132,1694.9387,25.388,177.4109
141612,Spanish and Portuguese,Spanish,European,51.6027,1285.7867,189.4907,32.539
141613,Spanish and Portuguese,Spanish,European,0,509.32,33.66,41.35
141614,Spanish and Portuguese,Spanish,European,2.835,156.96,16.7076,8.4312
141615,Spanish and Portuguese,Spanish,European,1.4798,525.5541,0.0397,54
141616,Spanish and Portuguese,Spanish,European,108.2239,548.8369,21.405,8.7745
141617,Spanish and Portuguese,Spanish,European,418.7352,1630.4297,16.4085,7.7319
141618,Spanish and Portuguese,Spanish,European,15.81,894.86,33.05,77.925
141619,Spanish and Portuguese,Spanish,European,2.6674,34.49,1.2412,2.4394
141620,Spanish and Portuguese,Spanish,European,32.0748,1980.1301,369.1419,33.7563
141621,Spanish and Portuguese,Spanish,European,38.2278,1570.44,45.4643,139.088
141622,Spanish and Portuguese,Spanish,European,97.9263,1527.0335,96.7977,86.8171
141623,Spanish and Portuguese,Spanish,European,100.798,402.99,0,0
141624,Spanish and Portuguese,Spanish,European,36.1562,531.755,8.6728,44.2194
141625,Spanish and Portuguese,Spanish,European,2846.2903,74274.6891,12800.6402,1053.951
141626,Spanish and Portuguese,Spanish,European,149.729,584.4238,4.9353,1.1359
141627,Spanish and Portuguese,Spanish,European,2.3439,634.8776,37.7099,52.3394
141628,Spanish and Portuguese,Spanish,European,108.7281,3011.7965,150.392,224.854
141629,Spanish and Portuguese,Spanish,European,60.281,946.0514,28.9272,67.5082
141630,Spanish and Portuguese,Spanish,European,25.8368,294.6097,19.107,13.3507
141631,Spanish and Portuguese,Spanish,European,177.3868,1715.4115,57.0212,86.5601
141632,Spanish and Portuguese,Spanish,European,4.6064,801.9634,61.9245,58.6387
141633,Spanish and Portuguese,Spanish,European,57.675,884.7514,111.4245,20.9657
141634,Spanish and Portuguese,Spanish,European,472.352,2668.7103,137.4775,38.9895
141635,Spanish and Portuguese,Spanish,European,29.6267,354.562,14.9603,20.8196
141636,Spanish and Portuguese,Spanish,European,132.3977,1248.685,115.0189,33.3544
141637,Spanish and Portuguese,Spanish,European,9.0183,39.99,1.4581,0.221
141638,Spanish and Portuguese,Spanish,European,3.0619,843.7805,50.5779,68.0838
141639,Spanish and Portuguese,Spanish,European,43.6196,471.52,31.6232,20.048
141640,Spanish and Portuguese,Spanish,European,16.3058,72.8307,2.8725,0.5321
141641,Spanish and Portuguese,Spanish,European,29.9164,440.0454,21.9324,25.7977
141642,Spanish and Portuguese,Spanish,European,11.1598,647.886,2.2332,67.9465
141643,Spanish and Portuguese,Spanish,European,25.0665,478.9748,7.4842,42.0712
141644,Spanish and Portuguese,Spanish,European,11.862,48.6312,1.5679,0.2088
141645,Spanish and Portuguese,Spanish,European,7.7143,819.639,63.3828,59.0266
141646,Spanish and Portuguese,Spanish,European,45.2964,2104.4557,218.9412,113.6296
141647,Spanish and Portuguese,Spanish,European,435.5401,11702.0638,586.0891,835.3993
141648,Spanish and Portuguese,Spanish,European,9.2134,160.7764,1.3573,14.0837
141649,Spanish and Portuguese,Spanish,European,228.8342,2616.4886,171.2053,127.7421
141650,Spanish and Portuguese,Spanish,European,0.8736,609.44,80.3856,29.6696
141651,Spanish and Portuguese,Spanish,European,17.0284,354.05,18.1992,24.842
141652,Spanish and Portuguese,Spanish,European,188.5353,2557.425,222.4641,121.5957
141653,Spanish and Portuguese,Spanish,European,0,46359.18,0.111,5244
141654,Spanish and Portuguese,Spanish,European,80.2125,1815.155,17.4901,166.3038
141655,Spanish and Portuguese,Spanish,European,21.3603,4559.3503,170.1793,417.276
141656,Spanish and Portuguese,Spanish,European,253.4872,2790.961,78.9021,167.1448
141657,Spanish and Portuguese,Spanish,European,24.3161,305.5846,15.2328,16.4888
141658,Spanish and Portuguese,Spanish,European,102.6373,1400.348,9.903,112.21
141659,Spanish and Portuguese,Spanish,European,44.8814,1590.7207,29.8476,147.2225
141660,Spanish and Portuguese,Spanish,European,117.7999,1738.6078,215.1159,48.6773
141661,Spanish and Portuguese,Spanish,European,35.7684,443.88,21.0612,29.712
141662,Spanish and Portuguese,Spanish,European,504.7559,2502,55.4273,27.6476
141663,Spanish and Portuguese,Spanish,European,10.3756,1557.846,96.2358,127.3245
141664,Spanish and Portuguese,Spanish,European,2.2246,1450.9752,83.4775,121.5508
141665,Spanish and Portuguese,Spanish,European,619.927,2397.42,0.4775,0.1464
141666,Spanish and Portuguese,Spanish,European,295.6981,2122.019,6.1331,109.8253
141667,Spanish and Portuguese,Spanish,European,74.6594,686.4168,67.9843,16.1754
141668,Spanish and Portuguese,Spanish,European,35.4271,172.626,10.2773,2.5911
141669,Spanish and Portuguese,Spanish,European,22.8244,1423.2121,71.4416,119.0822
141670,Spanish and Portuguese,Spanish,European,173.6462,919.2108,33.8226,11.6232
141671,Spanish and Portuguese,Spanish,European,7.6803,726.1662,24.6252,66.8477
141672,Spanish and Portuguese,Spanish,European,28.2494,1717.82,103.1626,130.3304
141673,Spanish and Portuguese,Spanish,European,0.5839,493.433,69.6031,22.0887
141674,Spanish and Portuguese,Spanish,European,184.3847,1256.0751,122.2125,32.6022
141675,Spanish and Portuguese,Spanish,European,0.5616,644.878,0.2376,72.06
141676,Spanish and Portuguese,Spanish,European,184.2047,8293.6985,166.0073,768.1964
141677,Spanish and Portuguese,Spanish,European,0.9918,206.2038,45.0709,1.1483
141678,Spanish and Portuguese,Spanish,European,51.6227,838.87,46.3344,49.8974
141679,Spanish and Portuguese,Spanish,European,3.3463,875.8902,91.5521,56.6817
141680,Spanish and Portuguese,Spanish,European,169.0842,921.83,32.9158,16.3305
141681,Spanish and Portuguese,Spanish,European,85.2223,1547.87,72.4566,102.0052
141682,Spanish and Portuguese,Spanish,European,0.125,477.845,0.0075,54.001
141683,Spanish and Portuguese,Spanish,European,236.4673,1578.6208,140.7963,4.8594
141684,Spanish and Portuguese,Spanish,European,47.7585,214.471,11.4745,1.9803
141685,Spanish and Portuguese,Spanish,European,14481.8027,76475.9449,3033.3828,725.6086
141686,Spanish and Portuguese,Spanish,European,69.664,6312.7962,467.7473,453.0923
141687,Spanish and Portuguese,Spanish,European,68.0094,314.2767,14.6032,3.6967
141688,Spanish and Portuguese,Spanish,European,3.076,640.71,43.2621,50.4488
141689,Spanish and Portuguese,Spanish,European,23.8549,257.4327,6.2433,0.3528
141690,Spanish and Portuguese,Spanish,European,87.4069,1442.1462,19.3578,117.4692
141691,Spanish and Portuguese,Spanish,European,18.6752,2882.5627,367.4909,139.3594
141692,Spanish and Portuguese,Spanish,European,57.4101,253.89,9.2996,0.959
141693,Spanish and Portuguese,Spanish,European,118.2985,945.694,30.8753,43.4526
141694,Spanish and Portuguese,Spanish,European,18.3498,550.47,12.5808,50.463
141695,Spanish and Portuguese,Spanish,European,299.3116,1493.1429,53.1174,9.6
141696,Spanish and Portuguese,Spanish,European,379.3034,3116.9906,100.4526,131.856
141697,Spanish and Portuguese,Spanish,European,0.9702,60.2804,11.4567,0.855
141698,Spanish and Portuguese,Spanish,European,45.7465,1692.9274,96.3112,125.9262
141699,Spanish and Portuguese,Spanish,European,170.2264,1495.0094,28.6809,81.4745
141700,Spanish and Portuguese,Spanish,European,28.5597,132.408,6.5193,1.486
141701,Spanish and Portuguese,Spanish,European,70.2401,16489.1809,904.8103,1371.9509
141702,Spanish and Portuguese,Spanish,European,427.4941,4534.009,456.8693,108.2109
141703,Spanish and Portuguese,Spanish,European,40.632,2995.1534,595.2961,34.8103
141704,Spanish and Portuguese,Spanish,European,5.3759,857.3722,1.4344,92.9565
141705,Spanish and Portuguese,Spanish,European,145.3882,3261.6815,26.0004,292.1688
141706,Spanish and Portuguese,Spanish,European,185.3564,1183.7635,87.8203,8.8855
141707,Spanish and Portuguese,Spanish,European,0,403.4676,89.7602,2.2667
141708,Spanish and Portuguese,Spanish,European,71.4725,939.8251,96.8621,31.2888
141709,Spanish and Portuguese,Spanish,European,27.0134,125.58,3.4125,0.4095
141710,Spanish and Portuguese,Spanish,European,27.8336,1030.6627,100.7329,56.2851
141711,Spanish and Portuguese,Spanish,European,162.3398,16539.0894,880.3266,1350.3991
141712,Spanish and Portuguese,Spanish,European,3.2803,495.6182,0.8153,54.5164
141713,Spanish and Portuguese,Spanish,European,,,,
141714,Spanish and Portuguese,Spanish,European,8.3424,37.91,1.4064,0.1948
141715,Spanish and Portuguese,Spanish,European,101.955,492.634,6.2838,4.7588
141716,Spanish and Portuguese,Spanish,European,269.569,1785.7913,88.4546,46.218
141717,Spanish and Portuguese,Spanish,European,86.9991,1299.2188,3.4019,110.3608
141718,Spanish and Portuguese,Spanish,European,,,,
141719,Spanish and Portuguese,Spanish,European,29.3458,1819.1278,376.9712,12.1773
141720,Spanish and Portuguese,Spanish,European,92.3861,1580.3521,144.0134,68.4377
141721,Spanish and Portuguese,Spanish,European,506.2733,2486.755,54.3851,27.4877
141722,Spanish and Portuguese,Spanish,European,11.2245,408.7771,2.0785,40.9526
141723,Spanish and Portuguese,Spanish,European,4.8032,307.551,9.8159,28.9571
141724,Spanish and Portuguese,Spanish,European,45.8033,6539.9509,225.8474,605.1539
141725,Spanish and Portuguese,Spanish,European,18.2571,1310.9659,183.7494,53.8606
141726,Spanish and Portuguese,Spanish,European,175.6036,1139.5828,43.4513,27.0117
141727,Spanish and Portuguese,Spanish,European,427.5426,2224.7878,118.0045,12.3343
141728,Spanish and Portuguese,Spanish,European,0.4205,2866.138,0.203,324.074
141729,Spanish and Portuguese,Spanish,European,25.792,373.5494,1.736,0.496
141730,Spanish and Portuguese,Spanish,European,111.4741,939.9329,47.1765,40.4132
141731,Spanish and Portuguese,Spanish,European,34.8595,1420.9137,193.2485,54.574
141732,Spanish and Portuguese,Spanish,European,167.9756,2007.7239,115.0451,92.8931
141733,Spanish and Portuguese,Spanish,European,2.1345,634.517,91.7197,29.6817
141734,Spanish and Portuguese,Spanish,European,10.9065,659.5583,124.3553,9.8062
141735,Spanish and Portuguese,Spanish,European,0,1962,0,218
141736,Spanish and Portuguese,Spanish,European,765.2119,10324.6913,1124.9947,274.2886
141737,Spanish and Portuguese,Spanish,European,4.6805,503.446,0.7559,55.0422
141738,Spanish and Portuguese,Spanish,European,91.9422,1463,27.2925,117.4666
141739,Spanish and Portuguese,Spanish,European,60911.4154,282062.3399,5127.3775,1617.0001
141740,Spanish and Portuguese,Spanish,European,346.3646,1466.7694,31.5081,5.5321
141741,Spanish and Portuguese,Spanish,European,54.4558,595.5959,19.7868,34.249
141742,Spanish and Portuguese,Spanish,European,94.7514,2204.1109,88.9894,163.1875
141743,Spanish and Portuguese,Spanish,European,269.6802,1873.537,11.793,86.3071
141744,Spanish and Portuguese,Spanish,European,56.8371,2221.462,122.667,164.0071
141745,Spanish and Portuguese,Spanish,European,14.8397,1039.289,2.116,110.9399
141746,Spanish and Portuguese,Spanish,European,,,,
141747,Spanish and Portuguese,Spanish,European,71199.88,320714.148,4048.3115,1633.6997
141748,Spanish and Portuguese,Spanish,European,18.989,84.6699,3.9186,0.845
141749,Spanish and Portuguese,Spanish,European,84.4061,1588.7922,52.3989,120.5158
141750,Spanish and Portuguese,Spanish,European,2583.9544,23792.3168,243.2703,1385.7641
141751,Spanish and Portuguese,Spanish,European,24.0578,795.9559,27.9008,65.3872
141752,Spanish and Portuguese,Spanish,European,9.1467,1666.6188,364.5095,9.927
141753,Spanish and Portuguese,Spanish,European,16.0387,467.2834,13.7448,42.0025
141754,Spanish and Portuguese,Spanish,European,91.4039,425.197,15.2746,3.6593
141755,Spanish and Portuguese,Spanish,European,38.2662,283.062,10.067,10.1416
141756,Spanish and Portuguese,Spanish,European,14.9627,421.7829,70.8618,6.2747
141757,Spanish and Portuguese,Spanish,European,141.9,1299.05,84.9552,45.1142
141758,Spanish and Portuguese,Spanish,European,1.1409,1565.0009,189.1803,83.9161
141759,Spanish and Portuguese,Spanish,European,30.4156,4581.1808,5.0536,502.5092
141760,Spanish and Portuguese,Spanish,European,41.5324,182.4426,9.7624,1.5781
141761,Spanish and Portuguese,Spanish,European,59.7239,762.7901,99.5657,12.6799
141762,Spanish and Portuguese,Spanish,European,76.5263,611.6729,21.626,30.8856
141763,Spanish and Portuguese,Spanish,European,120.1303,1371.8089,152.5041,25.0486
141764,Spanish and Portuguese,Spanish,European,55.0896,220.248,0,0
141765,Spanish and Portuguese,Spanish,European,88.8635,358.93,2.2302,0.5044
141766,Spanish and Portuguese,Spanish,European,23.4864,458.1525,4.0058,40.9451
141767,Spanish and Portuguese,Spanish,European,227.3536,2056.2118,177.3235,55.0121
141768,Spanish and Portuguese,Spanish,European,27.7902,2198.1896,196.1982,144.6545
141769,Spanish and Portuguese,Spanish,European,23.4123,1693.8723,42.9989,161.5515
141770,Spanish and Portuguese,Spanish,European,36.3638,350.2853,21.153,14.9843
141771,Spanish and Portuguese,Spanish,European,3492.4034,16325.4673,799.6945,192.9566
141772,Spanish and Portuguese,Spanish,European,9.1524,2080.143,132.9194,163.9107
141773,Spanish and Portuguese,Spanish,European,88.53,743.8365,53.9464,23.7102
141774,Spanish and Portuguese,Spanish,European,63.1945,2569.1,17.985,254.2825
141775,Spanish and Portuguese,Spanish,European,0,716.04,0,81
141776,Spanish and Portuguese,Spanish,European,134.8708,1484.8413,161.0229,33.4558
141777,Spanish and Portuguese,Spanish,European,0.1988,199.92,0.0504,22.4
141778,Spanish and Portuguese,Spanish,European,143.7745,577.5872,0.3764,0.3173
141779,Spanish and Portuguese,Spanish,European,77.9265,763.6651,42.4436,30.169
141780,Spanish and Portuguese,Spanish,European,128.6009,1018.8927,57.6153,30.8337
